#solver	iter	latency-throughput
ecmp	0	
		1. : 0.178406510936
		2. : 0.647752571109
		3. : 0.887069419925
		4. : 0.93912374185
		5. : 1.
ecmp	1	
		1. : 0.178757795664
		2. : 0.646273636836
		3. : 0.884881771424
		4. : 0.93922327362
		5. : 1.
ecmp	2	
		1. : 0.181081997383
		2. : 0.647399880812
		3. : 0.886822282665
		4. : 0.939465004672
		5. : 1.
ecmp	3	
		1. : 0.1857604971
		2. : 0.649710211222
		3. : 0.888901929447
		4. : 0.94090400933
		5. : 1.
ecmp	4	
		1. : 0.186732832706
		2. : 0.648628288732
		3. : 0.888614155306
		4. : 0.940633897634
		5. : 1.
ecmp	5	
		1. : 0.180717414607
		2. : 0.649244110433
		3. : 0.887904064209
		4. : 0.939963404434
		5. : 1.
ecmp	6	
		1. : 0.180518378907
		2. : 0.650437320691
		3. : 0.888910137835
		4. : 0.940528110171
		5. : 1.
ecmp	7	
		1. : 0.175840268501
		2. : 0.647892165553
		3. : 0.88787065466
		4. : 0.939901647535
		5. : 1.
ecmp	8	
		1. : 0.174520885172
		2. : 0.646542142184
		3. : 0.887906840879
		4. : 0.939743732401
		5. : 1.
ecmp	9	
		1. : 0.178229662281
		2. : 0.645523178218
		3. : 0.887636569232
		4. : 0.939496961001
		5. : 1.
ecmp	10	
		1. : 0.176891277538
		2. : 0.644543746291
		3. : 0.887348111149
		4. : 0.939380090113
		5. : 1.
ecmp	11	
		1. : 0.176428214144
		2. : 0.644215553631
		3. : 0.88668623247
		4. : 0.939086905871
		5. : 1.
ecmp	12	
		1. : 0.1761268118
		2. : 0.64371604771
		3. : 0.886494117027
		4. : 0.939216815933
		5. : 1.
ecmp	13	
		1. : 0.181974564339
		2. : 0.647030565388
		3. : 0.887725435855
		4. : 0.939736229177
		5. : 1.
ecmp	14	
		1. : 0.181337860306
		2. : 0.646059964714
		3. : 0.887461026926
		4. : 0.939938842336
		5. : 1.
ecmp	15	
		1. : 0.181049887348
		2. : 0.648490511464
		3. : 0.889686753869
		4. : 0.942014437022
		5. : 1.
ecmp	16	
		1. : 0.180934149084
		2. : 0.646891881
		3. : 0.89000612661
		4. : 0.941521898624
		5. : 1.
ecmp	17	
		1. : 0.180854976569
		2. : 0.647063273336
		3. : 0.890280025682
		4. : 0.941493380255
		5. : 1.
ecmp	18	
		1. : 0.180907214251
		2. : 0.648185017128
