#solver	iter	latency-throughput
ecmp	0	
		1. : 0.258125020181
		2. : 0.576601540624
		3. : 0.751070026828
		4. : 0.883382563831
		5. : 0.926865337456
ecmp	1	
		1. : 0.254421794112
		2. : 0.565771742875
		3. : 0.736312184754
		4. : 0.872186703932
		5. : 0.920574528357
ecmp	2	
		1. : 0.249425151924
		2. : 0.562936955969
		3. : 0.737831559882
		4. : 0.871656246359
		5. : 0.917869733224
ecmp	3	
		1. : 0.255208155643
		2. : 0.566861272398
		3. : 0.734373129123
		4. : 0.873127411158
		5. : 0.921336401339
ecmp	4	
		1. : 0.255440333118
		2. : 0.572496849714
		3. : 0.741083620526
		4. : 0.879648485406
		5. : 0.927623768415
ecmp	5	
		1. : 0.25762854944
		2. : 0.58076730691
		3. : 0.759840401483
		4. : 0.890920214369
		5. : 0.937833655364
ecmp	6	
		1. : 0.257995304706
		2. : 0.586208511274
		3. : 0.765497638489
		4. : 0.897914805406
		5. : 0.938639754647
ecmp	7	
		1. : 0.258031186714
		2. : 0.583005667757
		3. : 0.764283383489
		4. : 0.900151939115
		5. : 0.94255533417
ecmp	8	
		1. : 0.257254668819
		2. : 0.582795814102
		3. : 0.767827244763
		4. : 0.900720280184
		5. : 0.94078532502
ecmp	9	
		1. : 0.261124259969
		2. : 0.580577571277
		3. : 0.754835643228
		4. : 0.894012628616
		5. : 0.941283814135
ksp	0	
		1. : 0.055810221311
		2. : 0.11983540691
		3. : 0.213289342468
		4. : 0.339777858092
		5. : 0.477337438729
		6. : 0.611460733774
		7. : 0.645556839306
		8. : 0.661794440366
		9. : 0.676839103698
		10. : 0.680649520678
		11. : 0.680766324792
ksp	1	
		1. : 0.0564218738101
		2. : 0.120274255514
		3. : 0.213384055854
		4. : 0.341132451767
		5. : 0.48499130411
		6. : 0.625641567246
		7. : 0.65861291203
		8. : 0.676879519104
		9. : 0.693957101569
		10. : 0.698234805929
		11. : 0.698365197537
ksp	2	
		1. : 0.055362574794
		2. : 0.118759156037
		3. : 0.210840461013
		4. : 0.334424235228
		5. : 0.470756524049
		6. : 0.603484773025
		7. : 0.636748189597
		8. : 0.653366356905
		9. : 0.66873996192
		10. : 0.672587194737
		11. : 0.672696943343
ksp	3	
		1. : 0.056713482926
		2. : 0.118621049607
		3. : 0.209309840517
		4. : 0.331713035243
		5. : 0.469475480048
		6. : 0.605855762973
		7. : 0.637831262635
		8. : 0.656454174298
		9. : 0.673812250864
		10. : 0.678121339276
		11. : 0.678217915889
ksp	4	
		1. : 0.0562408934312
		2. : 0.119858907552
		3. : 0.213421509335
		4. : 0.339399785787
