#solver	iter	latency-throughput
ecmp	0	
		1. : 0.178406510936
		2. : 0.647752571109
		3. : 0.887069419925
		4. : 0.93912374185
		5. : 1.
ecmp	1	
		1. : 0.178757795664
		2. : 0.646273636836
		3. : 0.884881771424
		4. : 0.93922327362
		5. : 1.
ecmp	2	
		1. : 0.174733632032
		2. : 0.339696213175
		3. : 0.630672117571
		4. : 0.69456990386
		5. : 0.898786498787
		6. : 0.967927600406
ecmp	3	
		1. : 0.178630636578
		2. : 0.344657967062
		3. : 0.634496997442
		4. : 0.69922911846
		5. : 0.899371236823
		6. : 0.968200649737
ecmp	4	
		1. : 0.179430292648
		2. : 0.34261505349
		3. : 0.632702868549
		4. : 0.697806695166
		5. : 0.898425962857
		6. : 0.968049286759
ecmp	5	
		1. : 0.173923040264
		2. : 0.341330171934
		3. : 0.631748512359
		4. : 0.695647144849
		5. : 0.898375821677
		6. : 0.967964428609
ecmp	6	
		1. : 0.173795479963
		2. : 0.341926912752
		3. : 0.631490437133
		4. : 0.694885517006
		5. : 0.899125377178
		6. : 0.967981926507
ecmp	7	
		1. : 0.169846796824
		2. : 0.337661278441
		3. : 0.629496320401
		4. : 0.692139378525
		5. : 0.898176333594
		6. : 0.967777560031
ecmp	8	
		1. : 0.168697911017
		2. : 0.337453975385
		3. : 0.630288785074
		4. : 0.692669984678
		5. : 0.89834949373
		6. : 0.967881968835
ecmp	9	
		1. : 0.172021613571
		2. : 0.335806730911
		3. : 0.629093390998
		4. : 0.692140232682
		5. : 0.897062277725
		6. : 0.967707676182
ecmp	10	
		1. : 0.170931934885
		2. : 0.334497236148
		3. : 0.6291167505
		4. : 0.691887194391
		5. : 0.897197023804
		6. : 0.967704953508
ecmp	11	
		1. : 0.170493012485
		2. : 0.335725969078
		3. : 0.628951893673
		4. : 0.692623805653
		5. : 0.897567270142
		6. : 0.967789575811
ecmp	12	
		1. : 0.170221492753
		2. : 0.336779649631
		3. : 0.630057421681
		4. : 0.693591773118
		5. : 0.897532273849
		6. : 0.967921450028
ecmp	13	
		1. : 0.174643241306
		2. : 0.337930399066
		3. : 0.630028065919
		4. : 0.69434772077
		5. : 0.898089637126
		6. : 0.967861048313
ecmp	14	
		1. : 0.174109528329
		2. : 0.341109646702
		3. : 0.631774372534
		4. : 0.696904149085
		5. : 0.898596409742
		6. : 0.968149128186
ecmp	15	
		1. : 0.174860430862
