#solver	iter	latency-throughput
ecmp	0	
		1. : 0.178406510936
		2. : 0.467912379135
		3. : 0.707229227951
		4. : 0.759283549877
		5. : 0.820159808026
ecmp	1	
		1. : 0.178757795664
		2. : 0.470101192824
		3. : 0.708709327411
		4. : 0.763050829608
		5. : 0.823827555988
ecmp	2	
		1. : 0.181081997383
		2. : 0.470065381101
		3. : 0.709487782954
		4. : 0.762130504961
		5. : 0.822665500289
ecmp	3	
		1. : 0.1857604971
		2. : 0.503390453134
		3. : 0.74258217136
		4. : 0.794584251243
		5. : 0.853680241913
ecmp	4	
		1. : 0.186732832706
		2. : 0.528672122519
		3. : 0.768657989093
		4. : 0.820677731421
		5. : 0.880043833787
ecmp	5	
		1. : 0.180717414607
		2. : 0.51113846028
		3. : 0.749798414057
		4. : 0.801857754281
		5. : 0.861894349847
ecmp	6	
		1. : 0.180518378907
		2. : 0.534830154704
		3. : 0.773302971849
		4. : 0.824920944185
		5. : 0.884392834014
ecmp	7	
		1. : 0.175840268501
		2. : 0.529238508213
		3. : 0.769216997319
		4. : 0.821247990195
		5. : 0.881346342659
ecmp	8	
		1. : 0.174520885172
		2. : 0.513946072493
		3. : 0.755310771187
		4. : 0.80714766271
		5. : 0.867403930309
ecmp	9	
		1. : 0.178229662281
		2. : 0.500796380139
		3. : 0.742909771153
		4. : 0.794770162921
		5. : 0.855273201921
ecmp	10	
		1. : 0.176891277538
		2. : 0.496253344338
		3. : 0.739057709196
		4. : 0.79108968816
		5. : 0.851709598047
ecmp	11	
		1. : 0.176428214144
		2. : 0.492414881335
		3. : 0.734885560173
		4. : 0.787286233575
		5. : 0.848199327704
ecmp	12	
		1. : 0.1761268118
		2. : 0.476529949513
		3. : 0.71930801883
		4. : 0.772030717736
		5. : 0.832813901803
ecmp	13	
		1. : 0.181974564339
		2. : 0.474591683121
		3. : 0.715286553588
		4. : 0.76729734691
		5. : 0.827561117733
ecmp	14	
		1. : 0.181337860306
		2. : 0.473230679854
		3. : 0.714631742065
		4. : 0.767109557475
		5. : 0.827170715139
ecmp	15	
		1. : 0.181049887348
		2. : 0.502234037256
		3. : 0.743430279661
		4. : 0.795757962814
		5. : 0.853743525792
ecmp	16	
		1. : 0.180934149084
		2. : 0.500693656423
		3. : 0.743807902033
		4. : 0.795323674047
		5. : 0.853801775423
ecmp	17	
		1. : 0.180854976569
		2. : 0.468271715112
