#solver	iter	latency-throughput
ecmp	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
ecmp	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.799192229481
		4. : 0.949118155246
		5. : 0.99750597967
ecmp	2	
		1. : 0.264411835017
		2. : 0.600398154146
		3. : 0.796125983069
		4. : 0.945160355118
		5. : 0.991373841983
ecmp	3	
		1. : 0.273336133824
		2. : 0.611894474804
		3. : 0.799760562034
		4. : 0.947991085305
		5. : 0.996200075487
ecmp	4	
		1. : 0.273763702931
		2. : 0.616219800345
		3. : 0.805203391502
		4. : 0.952024716991
		5. : 1.
ecmp	5	
		1. : 0.269297874263
		2. : 0.610729308371
		3. : 0.811685866074
		4. : 0.953086559005
		5. : 1.
ecmp	6	
		1. : 0.268067963625
		2. : 0.613706615915
		3. : 0.814636774305
		4. : 0.959275050759
		5. : 1.
ecmp	7	
		1. : 0.266514081632
		2. : 0.606517723808
		3. : 0.809879395447
		4. : 0.957596604944
		5. : 1.
ecmp	8	
		1. : 0.263257978597
		2. : 0.599286000542
		3. : 0.810797751825
		4. : 0.959934955164
		5. : 1.
ecmp	9	
		1. : 0.272576327877
		2. : 0.609515800761
		3. : 0.803200707213
		4. : 0.952728814481
		5. : 1.
ksp	0	
		1. : 0.091838535725
		2. : 0.213624284059
		3. : 0.39603961762
		4. : 0.658190163716
		5. : 0.861908183363
		6. : 0.951550779988
		7. : 0.951967663984
ksp	1	
		1. : 0.0909680708975
		2. : 0.20979790601
		3. : 0.388544417455
		4. : 0.646394037743
		5. : 0.855000252041
		6. : 0.947065585627
		7. : 0.947454005241
ksp	2	
		1. : 0.089213375872
		2. : 0.208873304179
		3. : 0.3879831833
		4. : 0.646514034547
		5. : 0.854239576221
		6. : 0.944278843709
		7. : 0.944705854857
ksp	3	
		1. : 0.0912790545403
		2. : 0.209369240215
		3. : 0.385295895138
		4. : 0.639022752096
		5. : 0.844800792547
		6. : 0.937203500571
		7. : 0.937518683588
ksp	4	
		1. : 0.0913732900937
		2. : 0.211679642029
		3. : 0.389562154166
		4. : 0.646210889378
		5. : 0.851001318414
		6. : 0.944069121632
		7. : 0.944385180518
ksp	5	
		1. : 0.0917337565629
		2. : 0.213912501365
		3. : 0.399246452499
		4. : 0.661794484619
		5. : 0.866538276971
		6. : 0.960263231821
		7. : 0.960537768686
ksp	6	
		1. : 0.0915158263739
		2. : 0.215425919089
		3. : 0.404700221497
		4. : 0.669604432494
		5. : 0.873403480381
		6. : 0.963587769144
		7. : 0.963824606753
ksp	7	
		1. : 0.0916891865281
		2. : 0.213810987769
		3. : 0.401714209052
		4. : 0.666107609201
		5. : 0.872263511864
		6. : 0.964417538271
		7. : 0.964710557964
ksp	8	
		1. : 0.0914033579764
		2. : 0.212680933626
		3. : 0.402865708403
		4. : 0.668646269795
		5. : 0.876984695822
		6. : 0.969104838387
		7. : 0.96941354832
ksp	9	
		1. : 0.09259758672
		2. : 0.212886487632
		3. : 0.394832367182
		4. : 0.655935131273
		5. : 0.864062395175
		6. : 0.958564891938
		7. : 0.958840972875
mcf	0	
		1. : 0.250237394853
		2. : 0.440141664851
		3. : 0.550111339845
		4. : 0.608258365469
		5. : 0.731174581249
		6. : 0.850153933143
		7. : 0.950181175313
		8. : 1.
mcf	1	
		1. : 0.246165833059
		2. : 0.435694248692
		3. : 0.55334826268
		4. : 0.614989263699
		5. : 0.695354137108
		6. : 0.85041470842
		7. : 0.936229338545
		8. : 1.
mcf	2	
		1. : 0.246078901513
		2. : 0.4498217908
		3. : 0.567916881496
		4. : 0.630045924778
		5. : 0.708921782339
		6. : 0.86638646768
		7. : 0.973386096928
		8. : 1.
mcf	3	
		1. : 0.249634967523
		2. : 0.432780834278
		3. : 0.561307335563
		4. : 0.625066919271
		5. : 0.729375646561
		6. : 0.848480571886
		7. : 0.938746302773
		8. : 1.
mcf	4	
		1. : 0.252991641382
		2. : 0.431686099027
		3. : 0.562343930414
		4. : 0.649828245177
		5. : 0.735588739311
		6. : 0.850809190975
		7. : 0.945675417426
		8. : 1.
mcf	5	
		1. : 0.248135346751
		2. : 0.446074455552
		3. : 0.582540052652
		4. : 0.6326893406
		5. : 0.734255743194
		6. : 0.857520930489
		7. : 0.941377998528
		8. : 0.990181550626
		9. : 1.
mcf	6	
		1. : 0.248142462358
		2. : 0.468821279237
		3. : 0.57466042751
		4. : 0.646012193
		5. : 0.731788436747
		6. : 0.890099119913
		7. : 0.971485935326
		8. : 1.
mcf	7	
		1. : 0.238567201514
		2. : 0.409089784025
		3. : 0.533180697334
		4. : 0.625406354918
		5. : 0.721491040308
		6. : 0.876823345922
		7. : 0.97952769996
		8. : 1.
mcf	8	
		1. : 0.236798760554
		2. : 0.407243639803
		3. : 0.529867414569
