#solver	iter	latency-throughput
ecmp	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
ecmp	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.799192229481
		4. : 0.949118155246
		5. : 0.99750597967
ecmp	2	
		1. : 0.264411835017
		2. : 0.600398154146
		3. : 0.796125983069
		4. : 0.945160355118
		5. : 0.991373841983
ecmp	3	
		1. : 0.273336133824
		2. : 0.611894474804
		3. : 0.799760562034
		4. : 0.947991085305
		5. : 0.996200075487
ecmp	4	
		1. : 0.273763702931
		2. : 0.616219800345
		3. : 0.805203391502
		4. : 0.952024716991
		5. : 1.
ecmp	5	
		1. : 0.269297874263
		2. : 0.610729308371
		3. : 0.811685866074
		4. : 0.953086559005
		5. : 1.
ecmp	6	
		1. : 0.268067963625
		2. : 0.613706615915
		3. : 0.814636774305
		4. : 0.959275050759
		5. : 1.
ecmp	7	
		1. : 0.266514081632
		2. : 0.606517723808
		3. : 0.809879395447
		4. : 0.957596604944
		5. : 1.
ecmp	8	
		1. : 0.263257978597
		2. : 0.599286000542
		3. : 0.810797751825
		4. : 0.959934955164
		5. : 1.
ecmp	9	
		1. : 0.272576327877
		2. : 0.609515800761
		3. : 0.803200707213
		4. : 0.952728814481
		5. : 1.
ksp	0	
		1. : 0.063155497262
		2. : 0.143172602959
		3. : 0.259003448585
		4. : 0.427005614073
		5. : 0.610428812046
		6. : 0.801481304064
		7. : 0.84541485742
		8. : 0.880153231673
		9. : 0.913831136708
		10. : 0.921154293693
		11. : 0.921271097807
ksp	1	
		1. : 0.0631873242698
		2. : 0.141575921481
		3. : 0.255506252806
		4. : 0.421111953718
		5. : 0.606670049028
		6. : 0.802009122215
		7. : 0.843261937694
		8. : 0.879087607305
		9. : 0.913361404407
		10. : 0.920353939293
		11. : 0.920484330901
ksp	2	
		1. : 0.0616946070914
		2. : 0.140165880425
		3. : 0.253781547656
		4. : 0.419674715807
		5. : 0.605568884847
		6. : 0.797254693184
		7. : 0.839894431652
		8. : 0.873553896472
		9. : 0.906033235835
		10. : 0.912872625424
		11. : 0.912982374029
ksp	3	
		1. : 0.0636770566228
		2. : 0.141828817593
		3. : 0.254248058666
		4. : 0.416878933641
		5. : 0.600272794924
		6. : 0.801979713389
		7. : 0.841719711204
		8. : 0.877072996183
		9. : 0.913323433551
		10. : 0.920387099185
		11. : 0.920483675799
ksp	4	
		1. : 0.0635864971917
		2. : 0.143269905626
		3. : 0.256957877813
		4. : 0.421509534964
		5. : 0.605207198781
		6. : 0.809795624758
		7. : 0.850544508914
		8. : 0.886284188773
		9. : 0.924377179001
		10. : 0.931581021997
		11. : 0.931676911679
ksp	5	
		1. : 0.0630684707771
		2. : 0.143168197047
		3. : 0.260760366429
		4. : 0.428580081428
		5. : 0.615198875992
		6. : 0.818376016434
		7. : 0.862050292696
		8. : 0.896418295151
		9. : 0.931915938099
		10. : 0.93915019409
		11. : 0.939234439958
ksp	6	
		1. : 0.0623937699365
		2. : 0.143429047826
		3. : 0.263401914575
		4. : 0.431429368899
		5. : 0.615521951577
		6. : 0.806433670772
		7. : 0.849524713081
		8. : 0.883106807523
		9. : 0.91521238928
		10. : 0.922900273735
		11. : 0.922972896139
ksp	7	
		1. : 0.0628187933699
		2. : 0.142754107438
		3. : 0.261818563208
		4. : 0.430050289432
		5. : 0.616826655803
		6. : 0.815242428893
		7. : 0.858446719689
		8. : 0.892651393175
		9. : 0.926301388818
		10. : 0.933574728457
		11. : 0.933670522236
ksp	8	
		1. : 0.0621853487231
		2. : 0.142041291499
		3. : 0.262269175144
		4. : 0.430474271403
		5. : 0.616868704577
		6. : 0.816061869302
		7. : 0.859578619039
		8. : 0.88966619062
		9. : 0.919366817257
		10. : 0.92602838221
		11. : 0.926117559925
ksp	9	
		1. : 0.0640251919337
		2. : 0.143381455251
		3. : 0.259363957824
		4. : 0.426076701759
		5. : 0.612655677678
		6. : 0.822696504055
		7. : 0.864088047553
		8. : 0.899142018184
		9. : 0.937265952397
		10. : 0.94401231904
		11. : 0.944108982897
mcf	0	
		1. : 0.250237394853
		2. : 0.440141664851
		3. : 0.550111339845
		4. : 0.608258365469
		5. : 0.731174581249
		6. : 0.850153933143
		7. : 0.950181175313
		8. : 1.
mcf	1	
		1. : 0.246165833059
		2. : 0.435694248692
		3. : 0.55334826268
		4. : 0.614989263699
		5. : 0.695354137108
		6. : 0.85041470842
		7. : 0.936229338545
		8. : 1.
mcf	2	
		1. : 0.246078901513
		2. : 0.4498217908
		3. : 0.567916881496
		4. : 0.630045924778
		5. : 0.708921782339
		6. : 0.86638646768
		7. : 0.973386096928
		8. : 1.
mcf	3	
		1. : 0.249634967523
		2. : 0.432780834278
		3. : 0.561307335563
		4. : 0.625066919271
		5. : 0.729375646561
