#solver	iter	latency-throughput
ecmp	0	
		1. : 0.178406510936
		2. : 0.467912379135
		3. : 0.707229227951
		4. : 0.759283549877
		5. : 0.820159808026
ecmp	1	
		1. : 0.178757795664
		2. : 0.470101192824
		3. : 0.708709327411
		4. : 0.763050829608
		5. : 0.823827555988
ecmp	2	
		1. : 0.16280488797
		2. : 0.325994124115
		3. : 0.528223994436
		4. : 0.583398056728
		5. : 0.654810079349
		6. : 0.706626499265
ecmp	3	
		1. : 0.169879033299
		2. : 0.334443166203
		3. : 0.545818425476
		4. : 0.605334687622
		5. : 0.681919814608
		6. : 0.737049513354
ecmp	4	
		1. : 0.174109392328
		2. : 0.336094591508
		3. : 0.55495415226
		4. : 0.61818300055
		5. : 0.70172230025
		6. : 0.760959320635
ecmp	5	
		1. : 0.166365411915
		2. : 0.332391487084
		3. : 0.547364588535
		4. : 0.607220120564
		5. : 0.687745081473
		6. : 0.744728195135
ecmp	6	
		1. : 0.1697215639
		2. : 0.33669692503
		3. : 0.556581117984
		4. : 0.61930583307
		5. : 0.705996087292
		6. : 0.765709953607
ecmp	7	
		1. : 0.165381912929
		2. : 0.332009857973
		3. : 0.553229458451
		4. : 0.614847230935
		5. : 0.70164359406
		6. : 0.761676811335
ecmp	8	
		1. : 0.162128725918
		2. : 0.329558829588
		3. : 0.549400264576
		4. : 0.608683117573
		5. : 0.691388094482
		6. : 0.749316571905
ecmp	9	
		1. : 0.164116272716
		2. : 0.326454122075
		3. : 0.54256308594
		4. : 0.601225148031
		5. : 0.680102242341
		6. : 0.737161581645
ecmp	10	
		1. : 0.161978652878
		2. : 0.324061050122
		3. : 0.539165639905
		4. : 0.597120357554
		5. : 0.675271631278
		6. : 0.731744781499
ecmp	11	
		1. : 0.160979032518
		2. : 0.324693982388
		3. : 0.53694763825
		4. : 0.595251707867
		5. : 0.672383200532
		6. : 0.728055956513
ecmp	12	
		1. : 0.158866155642
		2. : 0.323752451538
		3. : 0.530736258472
		4. : 0.587084179636
		5. : 0.660158449664
		6. : 0.714254487609
ecmp	13	
		1. : 0.162824157642
		2. : 0.324386926579
		3. : 0.528629043418
		4. : 0.585317985215
		5. : 0.657022939466
		6. : 0.710040277678
ecmp	14	
		1. : 0.161964607483
		2. : 0.327236433007
		3. : 0.529787712159
		4. : 0.586912662686
		5. : 0.65746020806
		6. : 0.710018890063
ecmp	15	
