# solver	iter	edge-congestion
akecmp	0	
		(s0,s1) : 0.
		(s0,s5) : 0.
		(s1,s0) : 0.
		(s1,s2) : 0.
		(s1,s6) : 0.
		(h0,s2) : 0.00931322574615
		(s2,h0) : 0.00931322574615
		(s2,s1) : 0.
		(s2,s3) : 0.
		(s2,s7) : 0.931322574615
		(s3,s2) : 0.
		(s3,s4) : 0.
		(s3,s8) : 0.
		(h1,s4) : 0.
		(s4,h1) : 0.
		(s4,s3) : 0.
		(s4,s9) : 0.
		(s5,s0) : 0.
		(s5,s6) : 0.
		(s5,s10) : 0.
		(s6,s1) : 0.
		(s6,s5) : 0.
		(s6,s7) : 0.
		(s6,s11) : 0.
		(h2,s7) : 0.00931322574615
		(s7,h2) : 0.00931322574615
		(s7,s2) : 0.931322574615
		(s7,s6) : 0.
		(s7,s8) : 0.
		(s7,s12) : 0.
		(s8,s3) : 0.
		(s8,s7) : 0.
		(s8,s9) : 0.
		(s8,s13) : 0.
		(s9,s4) : 0.
		(s9,s8) : 0.
		(s9,s14) : 0.
		(s10,s5) : 0.
		(s10,s11) : 0.
		(s10,s15) : 0.
		(s11,s6) : 0.
		(s11,s10) : 0.
		(s11,s12) : 0.
		(s11,s16) : 0.
		(s12,s7) : 0.
		(s12,s11) : 0.
		(s12,s13) : 0.
		(s12,s17) : 0.
		(s13,s8) : 0.
		(s13,s12) : 0.
		(s13,s14) : 0.
		(s13,s18) : 0.
		(s14,s9) : 0.
		(s14,s13) : 0.
		(s14,s19) : 0.
		(h3,s15) : 0.
		(s15,h3) : 0.
		(s15,s10) : 0.
		(s15,s16) : 0.
		(s15,s20) : 0.
		(s16,s11) : 0.
		(s16,s15) : 0.
		(s16,s17) : 0.
		(s16,s21) : 0.
		(s17,s12) : 0.
		(s17,s16) : 0.
		(s17,s18) : 0.
		(s17,s22) : 0.
		(s18,s13) : 0.
		(s18,s17) : 0.
		(s18,s19) : 0.
		(s18,s23) : 0.
		(s19,s14) : 0.
		(s19,s18) : 0.
		(s19,s24) : 0.
		(s20,s15) : 0.
		(s20,s21) : 0.
		(h4,s21) : 0.
		(s21,h4) : 0.
		(s21,s16) : 0.
		(s21,s20) : 0.
		(s21,s22) : 0.
		(s22,s17) : 0.
		(s22,s21) : 0.
		(s22,s23) : 0.
		(s23,s18) : 0.
		(s23,s22) : 0.
		(s23,s24) : 0.
		(s24,s19) : 0.
		(s24,s23) : 0.
akecmp	1	
		(s0,s1) : 0.
		(s0,s5) : 0.
		(s1,s0) : 0.
		(s1,s2) : 0.
		(s1,s6) : 0.
		(h0,s2) : 0.00931322574615
		(s2,h0) : 0.00931322574615
		(s2,s1) : 0.
		(s2,s3) : 0.
		(s2,s7) : 0.931322574615
		(s3,s2) : 0.
		(s3,s4) : 0.
		(s3,s8) : 0.
		(h1,s4) : 0.
		(s4,h1) : 0.
		(s4,s3) : 0.
		(s4,s9) : 0.
		(s5,s0) : 0.
		(s5,s6) : 0.
		(s5,s10) : 0.
		(s6,s1) : 0.
		(s6,s5) : 0.
		(s6,s7) : 0.
		(s6,s11) : 0.
		(h2,s7) : 0.00931322574615
		(s7,h2) : 0.00931322574615
		(s7,s2) : 0.931322574615
		(s7,s6) : 0.
		(s7,s8) : 0.
		(s7,s12) : 0.
		(s8,s3) : 0.
		(s8,s7) : 0.
		(s8,s9) : 0.
		(s8,s13) : 0.
		(s9,s4) : 0.
		(s9,s8) : 0.
		(s9,s14) : 0.
		(s10,s5) : 0.
		(s10,s11) : 0.
		(s10,s15) : 0.
		(s11,s6) : 0.
		(s11,s10) : 0.
		(s11,s12) : 0.
		(s11,s16) : 0.
		(s12,s7) : 0.
		(s12,s11) : 0.
		(s12,s13) : 0.
		(s12,s17) : 0.
		(s13,s8) : 0.
		(s13,s12) : 0.
		(s13,s14) : 0.
		(s13,s18) : 0.
		(s14,s9) : 0.
		(s14,s13) : 0.
		(s14,s19) : 0.
		(h3,s15) : 0.
		(s15,h3) : 0.
		(s15,s10) : 0.
		(s15,s16) : 0.
		(s15,s20) : 0.
		(s16,s11) : 0.
		(s16,s15) : 0.
		(s16,s17) : 0.
		(s16,s21) : 0.
		(s17,s12) : 0.
		(s17,s16) : 0.
		(s17,s18) : 0.
		(s17,s22) : 0.
		(s18,s13) : 0.
		(s18,s17) : 0.
		(s18,s19) : 0.
		(s18,s23) : 0.
		(s19,s14) : 0.
		(s19,s18) : 0.
		(s19,s24) : 0.
		(s20,s15) : 0.
		(s20,s21) : 0.
		(h4,s21) : 0.
		(s21,h4) : 0.
		(s21,s16) : 0.
		(s21,s20) : 0.
		(s21,s22) : 0.
		(s22,s17) : 0.
		(s22,s21) : 0.
		(s22,s23) : 0.
		(s23,s18) : 0.
		(s23,s22) : 0.
		(s23,s24) : 0.
		(s24,s19) : 0.
		(s24,s23) : 0.
akmcf	0	
		(s1,s2) : 0.931322574615
		(s1,s6) : 0.
		(h0,s2) : 0.00931322574615
		(s2,h0) : 0.00931322574615
		(s2,s1) : 0.
		(s2,s3) : 0.
		(s2,s7) : 0.931322574615
		(s3,s2) : 0.
		(s3,s4) : 0.
		(s3,s8) : 0.
		(h1,s4) : 0.
		(s4,h1) : 0.
		(s4,s3) : 0.
		(s4,s9) : 0.
		(s5,s6) : 0.931322574615
		(s5,s10) : 0.
		(s6,s1) : 0.931322574615
		(s6,s5) : 0.
		(s6,s7) : 0.
		(s6,s11) : 0.
		(h2,s7) : 0.00931322574615
		(s7,h2) : 0.00931322574615
		(s7,s2) : 0.
		(s7,s6) : 0.
		(s7,s8) : 0.
		(s7,s12) : 0.931322574615
		(s8,s3) : 0.
		(s8,s7) : 0.
		(s8,s13) : 0.
		(s9,s4) : 0.
		(s9,s8) : 0.
		(s9,s14) : 0.
		(s10,s5) : 0.931322574615
		(s10,s15) : 0.
		(s11,s6) : 0.
		(s11,s16) : 0.
		(s12,s7) : 0.
		(s12,s17) : 0.931322574615
		(s13,s18) : 0.
		(s14,s9) : 0.
		(s14,s19) : 0.
		(h3,s15) : 0.
		(s15,h3) : 0.
		(s15,s10) : 0.931322574615
		(s15,s16) : 0.
		(s15,s20) : 0.
		(s16,s11) : 0.
		(s16,s15) : 0.931322574615
		(s16,s17) : 0.
		(s16,s21) : 0.
		(s17,s12) : 0.
		(s17,s16) : 0.931322574615
		(s17,s22) : 0.
		(s18,s23) : 0.
		(s19,s14) : 0.
		(s19,s18) : 0.
		(s20,s15) : 0.
		(s20,s21) : 0.
		(h4,s21) : 0.
		(s21,h4) : 0.
		(s21,s16) : 0.
		(s21,s20) : 0.
		(s21,s22) : 0.
		(s22,s17) : 0.
		(s22,s21) : 0.
		(s22,s23) : 0.
		(s23,s22) : 0.
		(s23,s24) : 0.
		(s24,s19) : 0.
akmcf	1	
		(s1,s2) : 0.931322574615
		(s1,s6) : 0.
		(h0,s2) : 0.00931322574615
		(s2,h0) : 0.00931322574615
		(s2,s1) : 0.
		(s2,s3) : 0.
		(s2,s7) : 0.931322574615
		(s3,s2) : 0.
		(s3,s4) : 0.
		(s3,s8) : 0.
		(h1,s4) : 0.
		(s4,h1) : 0.
		(s4,s3) : 0.
		(s4,s9) : 0.
		(s5,s6) : 0.931322574615
		(s5,s10) : 0.
		(s6,s1) : 0.931322574615
		(s6,s5) : 0.
		(s6,s7) : 0.
		(s6,s11) : 0.
		(h2,s7) : 0.00931322574615
		(s7,h2) : 0.00931322574615
		(s7,s2) : 0.
		(s7,s6) : 0.
		(s7,s8) : 0.
		(s7,s12) : 0.931322574615
		(s8,s3) : 0.
		(s8,s7) : 0.
		(s8,s13) : 0.
		(s9,s4) : 0.
		(s9,s8) : 0.
		(s9,s14) : 0.
		(s10,s5) : 0.931322574615
		(s10,s15) : 0.
		(s11,s6) : 0.
		(s11,s16) : 0.
		(s12,s7) : 0.
		(s12,s17) : 0.931322574615
		(s13,s18) : 0.
		(s14,s9) : 0.
		(s14,s19) : 0.
		(h3,s15) : 0.
		(s15,h3) : 0.
		(s15,s10) : 0.931322574615
		(s15,s16) : 0.
		(s15,s20) : 0.
		(s16,s11) : 0.
		(s16,s15) : 0.931322574615
		(s16,s17) : 0.
		(s16,s21) : 0.
		(s17,s12) : 0.
		(s17,s16) : 0.931322574615
		(s17,s22) : 0.
		(s18,s23) : 0.
		(s19,s14) : 0.
		(s19,s18) : 0.
		(s20,s15) : 0.
		(s20,s21) : 0.
		(h4,s21) : 0.
		(s21,h4) : 0.
		(s21,s16) : 0.
		(s21,s20) : 0.
		(s21,s22) : 0.
		(s22,s17) : 0.
		(s22,s21) : 0.
		(s22,s23) : 0.
		(s23,s22) : 0.
		(s23,s24) : 0.
		(s24,s19) : 0.
akraeke	0	
		(s0,s1) : 0.155841310819
		(s0,s5) : 0.124176343282
		(s1,s0) : 0.155841310819
		(s1,s2) : 0.309975196918
		(s1,s6) : 0.190455466509
		(h0,s2) : 0.00971679886182
		(s2,h0) : 0.00971679886182
		(s2,s1) : 0.309975196918
		(s2,s3) : 0.327359884977
		(s2,s7) : 0.463177760442
		(s3,s2) : 0.327359884977
		(s3,s4) : 0.0900278488795
		(s3,s8) : 0.193870315949
		(h1,s4) : 0.000558793544769
		(s4,h1) : 0.000558793544769
		(s4,s3) : 0.0900278488795
		(s4,s9) : 0.0496705373128
		(s5,s0) : 0.124176343282
		(s5,s6) : 0.127125531435
		(s5,s10) : 0.0830429295699
		(s6,s1) : 0.190455466509
		(s6,s5) : 0.127125531435
		(s6,s7) : 0.312303503354
		(s6,s11) : 0.152736902237
		(h2,s7) : 0.0102600703637
		(s7,h2) : 0.0102600703637
		(s7,s2) : 0.463177760442
		(s7,s6) : 0.312303503354
		(s7,s8) : 0.309199094772
		(s7,s12) : 0.302058955034
		(s8,s3) : 0.193870315949
		(s8,s7) : 0.309199094772
		(s8,s9) : 0.103221585353
		(s8,s13) : 0.141561031342
		(s9,s4) : 0.0496705373128
		(s9,s8) : 0.103221585353
		(s9,s14) : 0.0768341124058
		(s10,s5) : 0.0830429295699
		(s10,s11) : 0.0690730909506
		(s10,s15) : 0.0263874729474
		(s11,s6) : 0.152736902237
		(s11,s10) : 0.0690730909506
		(s11,s12) : 0.166706740856
		(s11,s16) : 0.0411334137122
		(s12,s7) : 0.302058955034
		(s12,s11) : 0.166706740856
		(s12,s13) : 0.161429246267
		(s12,s17) : 0.126659870148
		(s13,s8) : 0.141561031342
		(s13,s12) : 0.161429246267
		(s13,s14) : 0.0659686823686
		(s13,s18) : 0.0895621875922
		(s14,s9) : 0.0768341124058
		(s14,s13) : 0.0659686823686
		(s14,s19) : 0.0915800531705
		(h3,s15) : 0.000279396772385
		(s15,h3) : 0.000279396772385
		(s15,s10) : 0.0263874729474
		(s15,s16) : 0.0279396772385
		(s15,s20) : 0.0108654300372
		(s16,s11) : 0.0411334137122
		(s16,s15) : 0.0279396772385
		(s16,s17) : 0.0720222791036
		(s16,s21) : 0.0162981450558
		(s17,s12) : 0.126659870148
		(s17,s16) : 0.0720222791036
		(s17,s18) : 0.081645945708
		(s17,s22) : 0.0673656662305
		(s18,s13) : 0.0895621875922
		(s18,s17) : 0.081645945708
		(s18,s19) : 0.0479631125927
		(s18,s23) : 0.0388051072756
		(s19,s14) : 0.0915800531705
		(s19,s18) : 0.0479631125927
		(s19,s24) : 0.0386498868465
		(s20,s15) : 0.0108654300372
		(s20,s21) : 0.0108654300372
		(h4,s21) : 0.000279396772385
		(s21,h4) : 0.000279396772385
		(s21,s16) : 0.0162981450558
		(s21,s20) : 0.0108654300372
		(s21,s22) : 0.028715779384
		(s22,s17) : 0.0673656662305
		(s22,s21) : 0.028715779384
		(s22,s23) : 0.0417542954286
		(s23,s18) : 0.0388051072756
		(s23,s22) : 0.0417542954286
		(s23,s24) : 0.0246800482273
		(s24,s19) : 0.0386498868465
		(s24,s23) : 0.0246800482273
akraeke	1	
		(s0,s1) : 0.155841310819
		(s0,s5) : 0.124176343282
		(s1,s0) : 0.155841310819
		(s1,s2) : 0.309975196918
		(s1,s6) : 0.190455466509
		(h0,s2) : 0.00971679886182
		(s2,h0) : 0.00971679886182
		(s2,s1) : 0.309975196918
		(s2,s3) : 0.327359884977
		(s2,s7) : 0.463177760442
		(s3,s2) : 0.327359884977
		(s3,s4) : 0.0900278488795
		(s3,s8) : 0.193870315949
		(h1,s4) : 0.000558793544769
		(s4,h1) : 0.000558793544769
		(s4,s3) : 0.0900278488795
		(s4,s9) : 0.0496705373128
		(s5,s0) : 0.124176343282
		(s5,s6) : 0.127125531435
		(s5,s10) : 0.0830429295699
		(s6,s1) : 0.190455466509
		(s6,s5) : 0.127125531435
		(s6,s7) : 0.312303503354
		(s6,s11) : 0.152736902237
		(h2,s7) : 0.0102600703637
		(s7,h2) : 0.0102600703637
		(s7,s2) : 0.463177760442
		(s7,s6) : 0.312303503354
		(s7,s8) : 0.309199094772
		(s7,s12) : 0.302058955034
		(s8,s3) : 0.193870315949
		(s8,s7) : 0.309199094772
		(s8,s9) : 0.103221585353
		(s8,s13) : 0.141561031342
		(s9,s4) : 0.0496705373128
		(s9,s8) : 0.103221585353
		(s9,s14) : 0.0768341124058
		(s10,s5) : 0.0830429295699
		(s10,s11) : 0.0690730909506
		(s10,s15) : 0.0263874729474
		(s11,s6) : 0.152736902237
		(s11,s10) : 0.0690730909506
		(s11,s12) : 0.166706740856
		(s11,s16) : 0.0411334137122
		(s12,s7) : 0.302058955034
		(s12,s11) : 0.166706740856
		(s12,s13) : 0.161429246267
		(s12,s17) : 0.126659870148
		(s13,s8) : 0.141561031342
